scenario_id,case,forcing_policy,year,species_group,fair_input_hint,current_proxy_value,proxy_units,current_status,readiness_score_0_1,priority,publication_gap,next_dataset,paper_use_rule
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2034,lifecycle_species_trace,"CO2, CH4, N2O lifecycle emissions",,,missing,0.0,P0,"Lifecycle emissions are route-level CO2e stress tests, not annual species traces.","pathway-specific LCA time series with CO2, CH4, N2O, replacement, recycling, and decommissioning",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2034,historical_spinup_state,"historical emissions, concentrations, forcing, and temperature initialization",1.820774,deg C screening initial state,provisional_proxy,0.62,P0,"The 2026 initialization is a screening state, not a full historical reconstruction.","historical emissions, concentration, forcing, and observed-temperature spin-up through 2026",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2034,ZEC_and_net_negative_response,zero-emissions commitment and net-negative response diagnostic,,,missing,0.0,P0,ZEC and net-negative temperature-response behavior are not separated from the forcing screen.,ZEC and net-negative response experiment set for AETHER net-zero and drawdown cases,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2035,net_CO2_proxy,CO2 emissions/removals,42.2,GtCO2/year,provisional_proxy,0.62,P0,"Net CO2 is a derived pulse, not separated into fossil, industrial, land-use, and removal streams.","annual fossil/industrial CO2, land-use CO2, and removals by pathway and region",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2035,gross_CDR_by_method,negative CO2 emissions by removal method,-0.0,GtCO2/year,provisional_proxy,0.62,P0,"Gross removal is not split by DACCS, mineralization, ocean alkalinity, BECCS, biochar, afforestation, or direct ocean CDR.","method-specific annual gross removal, durability, leakage, and MRV-adjusted crediting traces",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2035,fossil_industrial_CO2,CO2 fossil and industrial emissions,42.2,GtCO2/year,provisional_proxy,0.62,P0,"Positive emissions are scenario-level totals, not sector-specific fossil and industrial traces.","sectoral fossil/industrial emissions pathways under no-AETHER, rebound, and net-zero cases",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2035,land_use_CO2,land-use CO2 emissions,,,missing,0.0,P0,"Land-use CO2 is missing even though BECCS, afforestation, biomass supply, and land footprints matter.",land-use emissions and removals by land-intensive pathway,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2035,CH4,methane emissions or concentration,1.18125,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P0,Methane is buried inside aggregate non-CO2 forcing.,"CH4 baseline, mitigation, leakage, agriculture, fossil, and rebound trajectories",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2035,N2O,nitrous oxide emissions or concentration,1.18125,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P0,Nitrous oxide is buried inside aggregate non-CO2 forcing and may move with bioenergy and land-use cases.,"N2O baseline and mitigation pathways, including bioenergy and agriculture interactions",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2035,halogenated_gases,F-gases and ozone-depleting substances,1.18125,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P1,Halogenated gases are not separated from aggregate non-CO2 forcing.,species-level F-gas and ODS pathways or imported assessed scenario trajectories,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2035,ozone_precursors,"NOx, CO, VOC emissions",1.18125,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P1,Tropospheric ozone chemistry is not represented.,"NOx, CO, and VOC pathways or assessed scenario imports",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2035,SO2_aerosol_precursor,sulfur dioxide emissions,-0.49375,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P0,"Aerosol cooling is an aggregate forcing path, not precursor-emissions chemistry.","SO2 emissions by energy, industry, and cleanup scenario",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2035,black_carbon,BC emissions,-0.49375,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P1,Black-carbon forcing is not separated from aggregate aerosol forcing.,BC emissions or assessed scenario imports,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2035,organic_carbon,OC emissions,-0.49375,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P1,Organic-carbon forcing is not separated from aggregate aerosol forcing.,OC emissions or assessed scenario imports,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2035,ammonia_nitrate,NH3 and nitrate aerosol precursors,,,missing,0.0,P1,Nitrate aerosol chemistry and ammonia precursors are missing.,NH3 and nitrate-relevant precursor pathways,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2035,land_use_albedo_forcing,land-use forcing,,,missing,0.0,P1,Land-use albedo and biogeophysical response are missing.,"land-use forcing by afforestation, biomass, solar/industrial land, and materials footprints",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2035,lifecycle_species_trace,"CO2, CH4, N2O lifecycle emissions",,,missing,0.0,P0,"Lifecycle emissions are route-level CO2e stress tests, not annual species traces.","pathway-specific LCA time series with CO2, CH4, N2O, replacement, recycling, and decommissioning",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2035,historical_spinup_state,"historical emissions, concentrations, forcing, and temperature initialization",1.85213,deg C screening initial state,provisional_proxy,0.62,P0,"The 2026 initialization is a screening state, not a full historical reconstruction.","historical emissions, concentration, forcing, and observed-temperature spin-up through 2026",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2035,ZEC_and_net_negative_response,zero-emissions commitment and net-negative response diagnostic,,,missing,0.0,P0,ZEC and net-negative temperature-response behavior are not separated from the forcing screen.,ZEC and net-negative response experiment set for AETHER net-zero and drawdown cases,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2036,net_CO2_proxy,CO2 emissions/removals,42.2,GtCO2/year,provisional_proxy,0.62,P0,"Net CO2 is a derived pulse, not separated into fossil, industrial, land-use, and removal streams.","annual fossil/industrial CO2, land-use CO2, and removals by pathway and region",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2036,gross_CDR_by_method,negative CO2 emissions by removal method,-0.0,GtCO2/year,provisional_proxy,0.62,P0,"Gross removal is not split by DACCS, mineralization, ocean alkalinity, BECCS, biochar, afforestation, or direct ocean CDR.","method-specific annual gross removal, durability, leakage, and MRV-adjusted crediting traces",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2036,fossil_industrial_CO2,CO2 fossil and industrial emissions,42.2,GtCO2/year,provisional_proxy,0.62,P0,"Positive emissions are scenario-level totals, not sector-specific fossil and industrial traces.","sectoral fossil/industrial emissions pathways under no-AETHER, rebound, and net-zero cases",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2036,land_use_CO2,land-use CO2 emissions,,,missing,0.0,P0,"Land-use CO2 is missing even though BECCS, afforestation, biomass supply, and land footprints matter.",land-use emissions and removals by land-intensive pathway,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2036,CH4,methane emissions or concentration,1.179167,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P0,Methane is buried inside aggregate non-CO2 forcing.,"CH4 baseline, mitigation, leakage, agriculture, fossil, and rebound trajectories",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2036,N2O,nitrous oxide emissions or concentration,1.179167,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P0,Nitrous oxide is buried inside aggregate non-CO2 forcing and may move with bioenergy and land-use cases.,"N2O baseline and mitigation pathways, including bioenergy and agriculture interactions",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2036,halogenated_gases,F-gases and ozone-depleting substances,1.179167,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P1,Halogenated gases are not separated from aggregate non-CO2 forcing.,species-level F-gas and ODS pathways or imported assessed scenario trajectories,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2036,ozone_precursors,"NOx, CO, VOC emissions",1.179167,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P1,Tropospheric ozone chemistry is not represented.,"NOx, CO, and VOC pathways or assessed scenario imports",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2036,SO2_aerosol_precursor,sulfur dioxide emissions,-0.470833,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P0,"Aerosol cooling is an aggregate forcing path, not precursor-emissions chemistry.","SO2 emissions by energy, industry, and cleanup scenario",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2036,black_carbon,BC emissions,-0.470833,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P1,Black-carbon forcing is not separated from aggregate aerosol forcing.,BC emissions or assessed scenario imports,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2036,organic_carbon,OC emissions,-0.470833,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P1,Organic-carbon forcing is not separated from aggregate aerosol forcing.,OC emissions or assessed scenario imports,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2036,ammonia_nitrate,NH3 and nitrate aerosol precursors,,,missing,0.0,P1,Nitrate aerosol chemistry and ammonia precursors are missing.,NH3 and nitrate-relevant precursor pathways,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2036,land_use_albedo_forcing,land-use forcing,,,missing,0.0,P1,Land-use albedo and biogeophysical response are missing.,"land-use forcing by afforestation, biomass, solar/industrial land, and materials footprints",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2036,lifecycle_species_trace,"CO2, CH4, N2O lifecycle emissions",,,missing,0.0,P0,"Lifecycle emissions are route-level CO2e stress tests, not annual species traces.","pathway-specific LCA time series with CO2, CH4, N2O, replacement, recycling, and decommissioning",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2036,historical_spinup_state,"historical emissions, concentrations, forcing, and temperature initialization",1.883707,deg C screening initial state,provisional_proxy,0.62,P0,"The 2026 initialization is a screening state, not a full historical reconstruction.","historical emissions, concentration, forcing, and observed-temperature spin-up through 2026",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2036,ZEC_and_net_negative_response,zero-emissions commitment and net-negative response diagnostic,,,missing,0.0,P0,ZEC and net-negative temperature-response behavior are not separated from the forcing screen.,ZEC and net-negative response experiment set for AETHER net-zero and drawdown cases,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2037,net_CO2_proxy,CO2 emissions/removals,42.2,GtCO2/year,provisional_proxy,0.62,P0,"Net CO2 is a derived pulse, not separated into fossil, industrial, land-use, and removal streams.","annual fossil/industrial CO2, land-use CO2, and removals by pathway and region",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2037,gross_CDR_by_method,negative CO2 emissions by removal method,-0.0,GtCO2/year,provisional_proxy,0.62,P0,"Gross removal is not split by DACCS, mineralization, ocean alkalinity, BECCS, biochar, afforestation, or direct ocean CDR.","method-specific annual gross removal, durability, leakage, and MRV-adjusted crediting traces",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2037,fossil_industrial_CO2,CO2 fossil and industrial emissions,42.2,GtCO2/year,provisional_proxy,0.62,P0,"Positive emissions are scenario-level totals, not sector-specific fossil and industrial traces.","sectoral fossil/industrial emissions pathways under no-AETHER, rebound, and net-zero cases",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2037,land_use_CO2,land-use CO2 emissions,,,missing,0.0,P0,"Land-use CO2 is missing even though BECCS, afforestation, biomass supply, and land footprints matter.",land-use emissions and removals by land-intensive pathway,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2037,CH4,methane emissions or concentration,1.177083,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P0,Methane is buried inside aggregate non-CO2 forcing.,"CH4 baseline, mitigation, leakage, agriculture, fossil, and rebound trajectories",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2037,N2O,nitrous oxide emissions or concentration,1.177083,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P0,Nitrous oxide is buried inside aggregate non-CO2 forcing and may move with bioenergy and land-use cases.,"N2O baseline and mitigation pathways, including bioenergy and agriculture interactions",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2037,halogenated_gases,F-gases and ozone-depleting substances,1.177083,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P1,Halogenated gases are not separated from aggregate non-CO2 forcing.,species-level F-gas and ODS pathways or imported assessed scenario trajectories,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2037,ozone_precursors,"NOx, CO, VOC emissions",1.177083,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P1,Tropospheric ozone chemistry is not represented.,"NOx, CO, and VOC pathways or assessed scenario imports",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2037,SO2_aerosol_precursor,sulfur dioxide emissions,-0.447917,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P0,"Aerosol cooling is an aggregate forcing path, not precursor-emissions chemistry.","SO2 emissions by energy, industry, and cleanup scenario",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2037,black_carbon,BC emissions,-0.447917,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P1,Black-carbon forcing is not separated from aggregate aerosol forcing.,BC emissions or assessed scenario imports,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2037,organic_carbon,OC emissions,-0.447917,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P1,Organic-carbon forcing is not separated from aggregate aerosol forcing.,OC emissions or assessed scenario imports,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2037,ammonia_nitrate,NH3 and nitrate aerosol precursors,,,missing,0.0,P1,Nitrate aerosol chemistry and ammonia precursors are missing.,NH3 and nitrate-relevant precursor pathways,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2037,land_use_albedo_forcing,land-use forcing,,,missing,0.0,P1,Land-use albedo and biogeophysical response are missing.,"land-use forcing by afforestation, biomass, solar/industrial land, and materials footprints",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2037,lifecycle_species_trace,"CO2, CH4, N2O lifecycle emissions",,,missing,0.0,P0,"Lifecycle emissions are route-level CO2e stress tests, not annual species traces.","pathway-specific LCA time series with CO2, CH4, N2O, replacement, recycling, and decommissioning",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2037,historical_spinup_state,"historical emissions, concentrations, forcing, and temperature initialization",1.915387,deg C screening initial state,provisional_proxy,0.62,P0,"The 2026 initialization is a screening state, not a full historical reconstruction.","historical emissions, concentration, forcing, and observed-temperature spin-up through 2026",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2037,ZEC_and_net_negative_response,zero-emissions commitment and net-negative response diagnostic,,,missing,0.0,P0,ZEC and net-negative temperature-response behavior are not separated from the forcing screen.,ZEC and net-negative response experiment set for AETHER net-zero and drawdown cases,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2038,net_CO2_proxy,CO2 emissions/removals,42.2,GtCO2/year,provisional_proxy,0.62,P0,"Net CO2 is a derived pulse, not separated into fossil, industrial, land-use, and removal streams.","annual fossil/industrial CO2, land-use CO2, and removals by pathway and region",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2038,gross_CDR_by_method,negative CO2 emissions by removal method,-0.0,GtCO2/year,provisional_proxy,0.62,P0,"Gross removal is not split by DACCS, mineralization, ocean alkalinity, BECCS, biochar, afforestation, or direct ocean CDR.","method-specific annual gross removal, durability, leakage, and MRV-adjusted crediting traces",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2038,fossil_industrial_CO2,CO2 fossil and industrial emissions,42.2,GtCO2/year,provisional_proxy,0.62,P0,"Positive emissions are scenario-level totals, not sector-specific fossil and industrial traces.","sectoral fossil/industrial emissions pathways under no-AETHER, rebound, and net-zero cases",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2038,land_use_CO2,land-use CO2 emissions,,,missing,0.0,P0,"Land-use CO2 is missing even though BECCS, afforestation, biomass supply, and land footprints matter.",land-use emissions and removals by land-intensive pathway,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2038,CH4,methane emissions or concentration,1.175,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P0,Methane is buried inside aggregate non-CO2 forcing.,"CH4 baseline, mitigation, leakage, agriculture, fossil, and rebound trajectories",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2038,N2O,nitrous oxide emissions or concentration,1.175,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P0,Nitrous oxide is buried inside aggregate non-CO2 forcing and may move with bioenergy and land-use cases.,"N2O baseline and mitigation pathways, including bioenergy and agriculture interactions",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2038,halogenated_gases,F-gases and ozone-depleting substances,1.175,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P1,Halogenated gases are not separated from aggregate non-CO2 forcing.,species-level F-gas and ODS pathways or imported assessed scenario trajectories,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2038,ozone_precursors,"NOx, CO, VOC emissions",1.175,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P1,Tropospheric ozone chemistry is not represented.,"NOx, CO, and VOC pathways or assessed scenario imports",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2038,SO2_aerosol_precursor,sulfur dioxide emissions,-0.425,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P0,"Aerosol cooling is an aggregate forcing path, not precursor-emissions chemistry.","SO2 emissions by energy, industry, and cleanup scenario",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2038,black_carbon,BC emissions,-0.425,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P1,Black-carbon forcing is not separated from aggregate aerosol forcing.,BC emissions or assessed scenario imports,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2038,organic_carbon,OC emissions,-0.425,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P1,Organic-carbon forcing is not separated from aggregate aerosol forcing.,OC emissions or assessed scenario imports,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2038,ammonia_nitrate,NH3 and nitrate aerosol precursors,,,missing,0.0,P1,Nitrate aerosol chemistry and ammonia precursors are missing.,NH3 and nitrate-relevant precursor pathways,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2038,land_use_albedo_forcing,land-use forcing,,,missing,0.0,P1,Land-use albedo and biogeophysical response are missing.,"land-use forcing by afforestation, biomass, solar/industrial land, and materials footprints",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2038,lifecycle_species_trace,"CO2, CH4, N2O lifecycle emissions",,,missing,0.0,P0,"Lifecycle emissions are route-level CO2e stress tests, not annual species traces.","pathway-specific LCA time series with CO2, CH4, N2O, replacement, recycling, and decommissioning",do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2038,historical_spinup_state,"historical emissions, concentrations, forcing, and temperature initialization",1.947086,deg C screening initial state,provisional_proxy,0.62,P0,"The 2026 initialization is a screening state, not a full historical reconstruction.","historical emissions, concentration, forcing, and observed-temperature spin-up through 2026",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2038,ZEC_and_net_negative_response,zero-emissions commitment and net-negative response diagnostic,,,missing,0.0,P0,ZEC and net-negative temperature-response behavior are not separated from the forcing screen.,ZEC and net-negative response experiment set for AETHER net-zero and drawdown cases,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2039,net_CO2_proxy,CO2 emissions/removals,42.2,GtCO2/year,provisional_proxy,0.62,P0,"Net CO2 is a derived pulse, not separated into fossil, industrial, land-use, and removal streams.","annual fossil/industrial CO2, land-use CO2, and removals by pathway and region",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2039,gross_CDR_by_method,negative CO2 emissions by removal method,-0.0,GtCO2/year,provisional_proxy,0.62,P0,"Gross removal is not split by DACCS, mineralization, ocean alkalinity, BECCS, biochar, afforestation, or direct ocean CDR.","method-specific annual gross removal, durability, leakage, and MRV-adjusted crediting traces",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2039,fossil_industrial_CO2,CO2 fossil and industrial emissions,42.2,GtCO2/year,provisional_proxy,0.62,P0,"Positive emissions are scenario-level totals, not sector-specific fossil and industrial traces.","sectoral fossil/industrial emissions pathways under no-AETHER, rebound, and net-zero cases",diagnostic handoff only
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2039,land_use_CO2,land-use CO2 emissions,,,missing,0.0,P0,"Land-use CO2 is missing even though BECCS, afforestation, biomass supply, and land footprints matter.",land-use emissions and removals by land-intensive pathway,do not use as species-emissions result
baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,nonco2_delay_aerosol_unmasking,2039,CH4,methane emissions or concentration,1.172917,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P0,Methane is buried inside aggregate non-CO2 forcing.,"CH4 baseline, mitigation, leakage, agriculture, fossil, and rebound trajectories",do not use as species-emissions result
