scenario,sample_id,weighted_effective_task_hour_multiplier,adjusted_robot_stock_million,adjusted_annual_production_robots,production_multiple_of_ifr_2024,adjusted_annual_operating_cost_billion_usd,stock_multiplier_vs_baseline,production_multiplier_vs_baseline,cost_multiplier_vs_baseline,passes_ifr_installation_count_basis
aether_automation_push,503,0.319864,4.222449,794953.3332,1.466498,275.521003,3.495202,3.400144,4.598461,false
aether_automation_push,504,0.302051,4.431672,819933.1187,1.512580,300.679759,3.668390,3.506987,5.018362,false
aether_automation_push,505,0.321974,4.344529,822489.3544,1.517295,273.819702,3.596256,3.517920,4.570066,false
aether_automation_push,506,0.345924,4.153388,797508.1887,1.471211,236.343835,3.438036,3.411072,3.944592,false
aether_automation_push,507,0.331531,4.552919,828998.8640,1.529304,349.132023,3.768754,3.545763,5.827033,false
aether_automation_push,508,0.341719,4.556868,820213.5351,1.513097,366.545220,3.772023,3.508186,6.117660,false
aether_automation_push,509,0.294798,4.816459,904271.5542,1.668164,322.520806,3.986904,3.867716,5.382890,false
aether_automation_push,510,0.314758,5.001029,954253.4926,1.760368,302.744276,4.139684,4.081497,5.052819,false
aether_automation_push,511,0.313898,4.499664,826086.7318,1.523932,329.113654,3.724671,3.533307,5.492925,false
aether_automation_push,512,0.299479,5.308187,993036.9144,1.831915,364.662661,4.393940,4.247380,6.086240,false
aether_automation_push,513,0.337442,4.404299,806464.1811,1.487733,328.256690,3.645732,3.449378,5.478623,false
aether_automation_push,514,0.373732,3.949063,715374.2398,1.319694,304.071672,3.268902,3.059772,5.074973,false
aether_automation_push,515,0.344003,4.077658,766534.7664,1.414073,264.099903,3.375349,3.278594,4.407842,false
aether_automation_push,516,0.321063,5.038753,928402.2787,1.712679,372.076550,4.170911,3.970927,6.209978,false
aether_automation_push,517,0.309948,4.813951,877415.9390,1.618622,355.999892,3.984828,3.752850,5.941658,false
aether_automation_push,518,0.319873,5.316256,936490.0638,1.727599,463.145868,4.400619,4.005520,7.729931,false
aether_automation_push,519,0.290169,4.723964,890480.9170,1.642723,308.858492,3.910339,3.808731,5.154866,false
aether_automation_push,520,0.334854,4.386672,797033.1093,1.470335,330.179408,3.631140,3.409040,5.510713,false
aether_automation_push,521,0.334588,4.525538,829812.4141,1.530805,340.812796,3.746089,3.549242,5.688185,false
aether_automation_push,522,0.286521,5.159230,998319.7533,1.841660,299.012035,4.270638,4.269976,4.990528,false
aether_automation_push,523,0.308650,4.565406,852985.4503,1.573553,315.731408,3.779091,3.648357,5.269575,false
aether_automation_push,524,0.302782,5.278587,977439.1861,1.803140,386.171519,4.369438,4.180666,6.445224,false
aether_automation_push,525,0.387419,3.518428,666865.5239,1.230207,216.532372,2.912437,2.852292,3.613937,false
aether_automation_push,526,0.319827,4.622038,838587.6231,1.546993,352.873608,3.825968,3.586775,5.889480,false
aether_automation_push,527,0.318389,4.610579,850105.5717,1.568241,334.208574,3.816483,3.636039,5.577960,false
aether_automation_push,528,0.325987,4.658085,860623.4627,1.587644,329.909771,3.855807,3.681026,5.506213,false
aether_automation_push,529,0.308651,4.663022,886731.5248,1.635807,292.590917,3.859893,3.792695,4.883359,false
aether_automation_push,530,0.340596,4.516416,829405.1503,1.530053,334.058606,3.738538,3.547500,5.575457,false
aether_automation_push,531,0.355300,4.533264,811784.2752,1.497547,370.829768,3.752485,3.472133,6.189170,false
aether_automation_push,532,0.318136,4.574899,861309.4669,1.588909,301.544288,3.786948,3.683960,5.032791,false
aether_automation_push,533,0.285171,5.929383,1106632.2498,2.041471,413.514843,4.908145,4.733246,6.901586,false
aether_automation_push,534,0.360616,4.448771,806050.0197,1.486969,345.019786,3.682544,3.447607,5.758400,false
aether_automation_push,535,0.311065,4.712458,875454.2336,1.615003,333.063473,3.900815,3.744460,5.558848,false
aether_automation_push,536,0.309623,4.412191,835878.7619,1.541996,278.613316,3.652264,3.575189,4.650072,false
aether_automation_push,537,0.323029,4.653684,873538.7864,1.611469,313.927521,3.852164,3.736267,5.239468,false
aether_automation_push,538,0.302996,4.774750,907001.5001,1.673200,297.842099,3.952378,3.879393,4.971001,false
aether_automation_push,539,0.308890,4.186972,790185.4575,1.457702,254.378535,3.465835,3.379751,4.245592,false
aether_automation_push,540,0.341259,4.692934,844880.3764,1.558601,377.659630,3.884654,3.613690,6.303160,false
aether_automation_push,541,0.336735,4.492445,842032.7383,1.553348,301.390629,3.718696,3.601511,5.030227,false
aether_automation_push,542,0.297371,5.375422,1006420.8966,1.856605,369.397563,4.449594,4.304625,6.165266,false
aether_automation_push,543,0.357880,4.055428,761425.7153,1.404648,271.279578,3.356948,3.256741,4.527671,false
aether_automation_push,544,0.311852,4.951611,914573.6232,1.687169,358.666907,4.098778,3.911780,5.986171,false
aether_automation_push,545,0.326645,4.640377,835559.3205,1.541406,364.924273,3.841149,3.573823,6.090607,false
aether_automation_push,546,0.337122,4.825280,864356.7823,1.594531,391.376961,3.994205,3.696994,6.532103,false
aether_automation_push,547,0.329001,4.181064,792315.8110,1.461632,260.517705,3.460945,3.388863,4.348055,false
aether_automation_push,548,0.308864,4.679551,871287.3630,1.607316,321.662234,3.873576,3.726637,5.368561,false
aether_automation_push,549,0.316168,4.789097,882671.3508,1.628317,353.726521,3.964254,3.775329,5.903715,false
aether_automation_push,550,0.343318,4.055691,766006.7028,1.413098,256.892379,3.357166,3.276335,4.287548,false
aether_automation_push,551,0.346625,4.221137,769377.3541,1.419316,314.349118,3.494116,3.290752,5.246504,false
aether_automation_push,552,0.315860,4.725764,878373.8428,1.620389,329.689906,3.911829,3.756947,5.502543,false
aether_automation_push,553,0.349368,3.911466,748316.0449,1.380463,235.931955,3.237781,3.200669,3.937718,false
aether_automation_push,554,0.335955,4.277564,787991.6944,1.453655,303.043088,3.540824,3.370368,5.057806,false
aether_automation_push,555,0.308712,4.361463,816704.7667,1.506624,283.783270,3.610273,3.493179,4.736359,false
aether_automation_push,556,0.327863,4.517438,819872.0718,1.512467,343.356380,3.739384,3.506726,5.730637,false
aether_automation_push,557,0.335487,4.154365,762779.5390,1.407145,298.048963,3.438844,3.262532,4.974454,false
aether_automation_push,558,0.316350,5.266704,962276.2399,1.775169,408.097313,4.359601,4.115812,6.811167,false
aether_automation_push,559,0.341865,4.217833,795039.8534,1.466658,280.452781,3.491381,3.400514,4.680773,false
aether_automation_push,560,0.354173,4.027816,745544.8242,1.375351,285.467480,3.334091,3.188816,4.764468,false
aether_automation_push,561,0.310584,4.898845,922612.1002,1.701998,322.505099,4.055100,3.946162,5.382628,false
aether_automation_push,562,0.348031,4.331225,797884.3290,1.471905,320.812592,3.585243,3.412681,5.354380,false
aether_automation_push,563,0.325574,4.691057,854964.7574,1.577205,363.113848,3.883100,3.656823,6.060390,false
aether_automation_push,564,0.349966,4.429141,802716.7821,1.480820,349.438915,3.666295,3.433350,5.832155,false
aether_automation_push,565,0.349701,3.987546,737951.7781,1.361344,274.605624,3.300757,3.156339,4.583183,false
aether_automation_push,566,0.325027,5.063743,934303.1789,1.723565,370.641426,4.191597,3.996166,6.186026,false
aether_automation_push,567,0.308329,4.706927,874520.7178,1.613281,331.466157,3.896237,3.740467,5.532189,false
aether_automation_push,568,0.284416,5.319230,998398.4458,1.841805,362.912177,4.403081,4.270312,6.057025,false
aether_automation_push,569,0.337850,4.157659,779882.9767,1.438697,273.596470,3.441571,3.335686,4.566340,false
aether_automation_push,570,0.301230,4.815690,936861.9382,1.728285,263.329713,3.986267,4.007110,4.394988,false
aether_automation_push,571,0.322294,4.553898,851010.4263,1.569910,307.262604,3.769564,3.639910,5.128230,false
aether_automation_push,572,0.350020,4.192883,779884.5999,1.438700,292.779464,3.470729,3.335693,4.886506,false
aether_automation_push,573,0.340969,4.239929,780258.2108,1.439389,304.459810,3.509672,3.337291,5.081451,false
aether_automation_push,574,0.318066,4.992003,936393.1870,1.727420,338.588945,4.132213,4.005106,5.651068,false
aether_automation_push,575,0.304568,4.643525,891933.7806,1.645404,272.824419,3.843755,3.814945,4.553455,false
aether_automation_push,576,0.331263,4.424911,809598.0684,1.493514,323.755573,3.662794,3.462782,5.403499,false
aether_automation_push,577,0.379782,3.604251,677375.7882,1.249596,232.190030,2.983479,2.897246,3.875265,false
aether_automation_push,578,0.313268,4.462617,833733.4467,1.538038,309.113216,3.694005,3.566013,5.159117,false
aether_automation_push,579,0.317335,5.372338,964864.9859,1.779944,440.464450,4.447042,4.126884,7.351376,false
aether_automation_push,580,0.342805,4.287413,782429.5441,1.443395,318.898847,3.548977,3.346578,5.322440,false
aether_automation_push,581,0.372825,4.032193,734107.9597,1.354253,310.238492,3.337714,3.139899,5.177898,false
aether_automation_push,582,0.343868,4.311404,818413.3071,1.509776,270.218707,3.568836,3.500486,4.509965,false
aether_automation_push,583,0.289871,5.203422,980984.6504,1.809681,348.344899,4.307219,4.195830,5.813896,false
aether_automation_push,584,0.368547,3.816182,723600.2008,1.334869,243.043338,3.158908,3.094955,4.056407,false
aether_automation_push,585,0.319242,4.589898,851703.3344,1.571188,312.859239,3.799364,3.642873,5.221638,false
aether_automation_push,586,0.331903,4.359779,796430.1355,1.469222,322.165377,3.608880,3.406461,5.376958,false
aether_automation_push,587,0.347868,3.811817,706534.2470,1.303386,256.287937,3.155294,3.021962,4.277460,false
aether_automation_push,588,0.338934,4.526665,819469.8045,1.511725,354.480551,3.747022,3.505005,5.916300,false
aether_automation_push,589,0.308302,4.515575,852429.0618,1.572527,285.197406,3.737842,3.645977,4.759961,false
aether_automation_push,590,0.333160,4.109818,787936.2134,1.453553,242.013966,3.401970,3.370131,4.039227,false
aether_automation_push,591,0.310579,4.834210,900775.3965,1.661714,328.369569,4.001598,3.852762,5.480507,false
aether_automation_push,592,0.330754,4.742423,877624.8948,1.619007,332.993175,3.925619,3.753744,5.557675,false
aether_automation_push,593,0.299920,5.415977,995305.6013,1.836100,410.148771,4.483164,4.257084,6.845406,false
aether_automation_push,594,0.328243,4.625525,868956.0580,1.603015,310.155506,3.828855,3.716666,5.176513,false
aether_automation_push,595,0.312237,4.613421,846072.6397,1.560801,335.430697,3.818836,3.618790,5.598357,false
aether_automation_push,596,0.385516,3.783029,719422.0975,1.327161,239.019526,3.131465,3.077085,3.989249,false
aether_automation_push,597,0.314853,4.700845,857582.8013,1.582034,356.260923,3.891202,3.668021,5.946015,false
aether_automation_push,598,0.320204,4.179611,781771.3286,1.442180,273.398955,3.459742,3.343763,4.563044,false
aether_automation_push,599,0.375942,3.772040,696111.8762,1.284159,267.874359,3.122369,2.977383,4.470838,false
aether_automation_push,600,0.304544,4.793687,892244.9596,1.645978,331.729475,3.968054,3.816276,5.536584,false
aether_automation_push,601,0.329348,4.478953,816469.7934,1.506191,338.023495,3.707527,3.492174,5.641631,false
aether_automation_push,602,0.375929,3.896176,711091.2819,1.311793,290.280750,3.225124,3.041453,4.844802,false
aether_automation_push,603,0.314772,4.992677,925574.6448,1.707463,356.579938,4.132771,3.958833,5.951339,false
aether_automation_push,604,0.353526,4.331798,781290.4051,1.441293,343.256172,3.585718,3.341706,5.728965,false
aether_automation_push,605,0.340123,4.843542,876956.8853,1.617775,386.037127,4.009322,3.750887,6.442981,false
aether_automation_push,606,0.323534,4.700585,876709.7406,1.617319,322.784823,3.890987,3.749830,5.387297,false
aether_automation_push,607,0.340843,4.144620,777837.4399,1.434923,275.321184,3.430777,3.326937,4.595126,false
aether_automation_push,608,0.326088,4.313765,829689.2565,1.530577,251.252770,3.570790,3.548716,4.193423,false
aether_automation_push,609,0.334036,4.405605,837268.3486,1.544559,280.723856,3.646813,3.581133,4.685297,false
aether_automation_push,610,0.317588,4.414168,840016.7675,1.549629,273.618460,3.653900,3.592888,4.566707,false
aether_automation_push,611,0.321498,4.380188,804858.0217,1.484770,315.696902,3.625773,3.442508,5.268999,false
aether_automation_push,612,0.293672,4.740271,891529.0912,1.644657,307.246326,3.923838,3.813215,5.127958,false
aether_automation_push,613,0.340922,4.369890,830770.7430,1.532572,274.330539,3.617249,3.553341,4.578592,false
aether_automation_push,614,0.366757,4.295801,784134.6814,1.446540,329.624700,3.555920,3.353871,5.501455,false
aether_automation_push,615,0.308807,4.880252,931460.4118,1.718321,293.570034,4.039709,3.984007,4.899700,false
aether_automation_push,616,0.296496,5.631864,1046124.8206,1.929849,400.443603,4.661869,4.474446,6.683426,false
aether_automation_push,617,0.325110,4.652808,852958.6642,1.573504,350.039577,3.851439,3.648243,5.842180,false
aether_automation_push,618,0.352077,3.980796,740423.9149,1.365904,272.606928,3.295170,3.166913,4.549825,false
aether_automation_push,619,0.323667,4.938137,896230.5386,1.653330,384.751527,4.087625,3.833323,6.421525,false
aether_automation_push,620,0.320209,4.481985,835301.4471,1.540931,306.659001,3.710037,3.572720,5.118156,false
aether_automation_push,621,0.331847,4.381663,818139.2150,1.509270,300.125596,3.626994,3.499314,5.009113,false
aether_automation_push,622,0.329065,4.200176,785007.8313,1.448151,277.663641,3.476765,3.357606,4.634222,false
aether_automation_push,623,0.309813,4.302567,822938.8910,1.518125,254.070999,3.561521,3.519843,4.240459,false
aether_automation_push,624,0.312579,4.795364,881103.2710,1.625424,352.190297,3.969442,3.768622,5.878076,false
aether_automation_push,625,0.307586,5.553601,1005726.2902,1.855323,444.573242,4.597085,4.301654,7.419952,false
aether_automation_push,626,0.342542,3.791117,714269.6782,1.317656,237.795572,3.138160,3.055047,3.968821,false
aether_automation_push,627,0.313038,4.696156,855370.8374,1.577954,355.026523,3.887321,3.658560,5.925413,false
aether_automation_push,628,0.345934,4.948460,895054.4943,1.651161,388.051636,4.096169,3.828293,6.476604,false
aether_automation_push,629,0.327640,4.767494,918838.5485,1.695036,287.051287,3.946372,3.930022,4.790902,false
aether_automation_push,630,0.319972,4.526325,845036.1440,1.558889,307.211946,3.746740,3.614357,5.127385,false
aether_automation_push,631,0.341638,4.086949,761264.0264,1.404349,275.695515,3.383039,3.256050,4.601374,false
aether_automation_push,632,0.307093,4.945552,904462.8379,1.668517,370.474952,4.093763,3.868534,6.183248,false
aether_automation_push,633,0.327100,4.341335,820514.9130,1.513653,282.636079,3.593612,3.509475,4.717212,false
aether_automation_push,634,0.371621,3.806496,695267.5036,1.282602,279.045182,3.150890,2.973772,4.657280,false
aether_automation_push,635,0.327946,4.586530,860792.4829,1.587955,301.049919,3.796576,3.681749,5.024540,false
aether_automation_push,636,0.314428,4.673481,874744.8965,1.613694,314.124911,3.868551,3.741426,5.242762,false
aether_automation_push,637,0.340531,4.236678,793911.2371,1.464576,286.291249,3.506980,3.395687,4.778217,false
aether_automation_push,638,0.330216,5.724743,991968.1155,1.829943,528.587693,4.738751,4.242809,8.822158,false
aether_automation_push,639,0.362651,4.105815,765669.7959,1.412477,281.384963,3.398656,3.274894,4.696331,false
aether_automation_push,640,0.312805,4.569072,849692.7897,1.567479,313.456565,3.782125,3.634274,5.231608,false
aether_automation_push,641,0.317285,4.792929,886599.7997,1.635564,345.316967,3.967427,3.792131,5.763360,false
aether_automation_push,642,0.326627,4.445590,836804.6560,1.543704,289.958298,3.679910,3.579149,4.839420,false
aether_automation_push,643,0.333007,4.615145,853210.0149,1.573968,334.351337,3.820262,3.649318,5.580343,false
aether_automation_push,644,0.344462,4.126629,759321.7448,1.400766,299.000417,3.415886,3.247742,4.990334,false
aether_automation_push,645,0.288542,5.263314,984492.3337,1.816152,359.595817,4.356795,4.210833,6.001674,false
aether_automation_push,646,0.289542,4.862739,928352.4651,1.712587,301.336432,4.025213,3.970714,5.029322,false
aether_automation_push,647,0.340212,3.981405,743309.7800,1.371228,264.442313,3.295674,3.179257,4.413557,false
aether_automation_push,648,0.311163,4.804576,884267.8735,1.631262,351.952626,3.977067,3.782157,5.874109,false
aether_automation_push,649,0.294521,4.639947,881464.6385,1.626091,289.390673,3.840793,3.770167,4.829947,false
aether_automation_push,650,0.345722,4.104788,756709.7992,1.395948,289.646776,3.397806,3.236571,4.834221,false
aether_automation_push,651,0.332693,4.461227,817230.2883,1.507594,332.438885,3.692855,3.495427,5.548424,false
aether_automation_push,652,0.286754,5.148132,968770.4821,1.787149,333.386914,4.261451,4.143589,5.564246,false
aether_automation_push,653,0.322499,4.510962,842978.9416,1.555094,306.747472,3.734023,3.605558,5.119633,false
aether_automation_push,654,0.309229,4.341488,831253.3853,1.533463,258.580130,3.593739,3.555406,4.315717,false
aether_automation_push,655,0.307106,4.914457,902402.5892,1.664716,360.685925,4.068023,3.859722,6.019868,false
aether_automation_push,656,0.330081,4.955271,896034.2109,1.652968,392.116909,4.101807,3.832484,6.544453,false
aether_automation_push,657,0.309463,4.769269,896075.6007,1.653044,314.667482,3.947841,3.832661,5.251818,false
aether_automation_push,658,0.305890,4.755225,878438.5410,1.620508,337.101681,3.936216,3.757224,5.626246,false
aether_automation_push,659,0.354581,4.107067,752894.5153,1.388910,301.605545,3.399693,3.220252,5.033813,false
aether_automation_push,660,0.327839,4.492386,834037.7004,1.538599,320.111602,3.718647,3.567315,5.342681,false
aether_automation_push,661,0.311233,5.067129,926797.1708,1.709718,382.297098,4.194400,3.964062,6.380560,false
aether_automation_push,662,0.330255,4.822741,867119.0288,1.599626,389.592354,3.992103,3.708809,6.502318,false
aether_automation_push,663,0.334430,4.599941,834327.1285,1.539133,359.082346,3.807677,3.568552,5.993105,false
aether_automation_push,664,0.317723,4.437722,822325.7800,1.516994,307.663623,3.673398,3.517221,5.134923,false
aether_automation_push,665,0.319895,4.688645,866107.7814,1.597761,338.022294,3.881103,3.704483,5.641611,false
aether_automation_push,666,0.307579,5.257309,959089.9293,1.769291,402.936985,4.351824,4.102183,6.725041,false
aether_automation_push,667,0.328288,4.366326,816131.1674,1.505566,291.724542,3.614299,3.490725,4.868899,false
aether_automation_push,668,0.305748,4.766223,898667.8990,1.657826,309.885365,3.945320,3.843748,5.172004,false
aether_automation_push,669,0.326719,4.821610,895018.5838,1.651094,340.893903,3.991167,3.828140,5.689538,false
aether_automation_push,670,0.352502,4.086931,747273.6731,1.378540,299.185243,3.383025,3.196211,4.993418,false
aether_automation_push,671,0.325307,4.125171,780958.9559,1.440682,261.141965,3.414678,3.340288,4.358474,false
aether_automation_push,672,0.336190,4.060281,758279.7491,1.398844,274.783623,3.360965,3.243285,4.586154,false
aether_automation_push,673,0.301307,4.923433,914594.2337,1.687207,343.378647,4.075453,3.911868,5.731009,false
aether_automation_push,674,0.289774,4.815940,903590.4586,1.666907,319.656870,3.986474,3.864803,5.335091,false
aether_automation_push,675,0.342484,4.390902,791815.7461,1.460710,342.063646,3.634642,3.386724,5.709061,false
aether_automation_push,676,0.289674,5.470446,997389.4222,1.839944,421.177855,4.528252,4.265996,7.029482,false
aether_automation_push,677,0.339734,4.217236,776405.7148,1.432282,301.716995,3.490887,3.320813,5.035674,false
aether_automation_push,678,0.316009,5.021419,920559.1157,1.698210,374.827005,4.156562,3.937381,6.255884,false
aether_automation_push,679,0.310436,4.445259,839834.4789,1.549293,279.047230,3.679637,3.592108,4.657314,false
aether_automation_push,680,0.341543,4.356507,802615.6506,1.480633,314.294785,3.606171,3.432917,5.245598,false
aether_automation_push,681,0.302232,4.901011,932498.6877,1.720236,300.239297,4.056893,3.988448,5.011011,false
aether_automation_push,682,0.332556,4.614938,833603.0911,1.537797,363.305245,3.820092,3.565456,6.063585,false
aether_automation_push,683,0.331813,4.139007,776641.5235,1.432717,270.294550,3.426131,3.321822,4.511231,false
aether_automation_push,684,0.321356,4.759989,861032.1677,1.588398,372.218976,3.940160,3.682774,6.212356,false
aether_automation_push,685,0.333285,4.048960,756711.4609,1.395951,274.847686,3.351593,3.236578,4.587223,false
aether_automation_push,686,0.316060,5.277754,982936.7693,1.813282,369.967253,4.368748,4.204180,6.174774,false
aether_automation_push,687,0.337705,4.301758,785308.4846,1.448706,316.812484,3.560851,3.358892,5.287618,false
aether_automation_push,688,0.326383,4.913622,918856.4908,1.695069,333.291880,4.067332,3.930098,5.562660,false
aether_automation_push,689,0.307766,4.854633,905165.4066,1.669813,342.566490,4.018503,3.871539,5.717454,false
aether_automation_push,690,0.353224,4.146731,757638.3175,1.397661,309.993618,3.432525,3.240542,5.173811,false
aether_automation_push,691,0.301249,4.966692,923527.0229,1.703686,348.292657,4.111261,3.950075,5.813024,false
aether_automation_push,692,0.310023,4.590326,875064.6701,1.614284,282.268670,3.799718,3.742794,4.711080,false
aether_automation_push,693,0.302513,4.958764,925895.9216,1.708056,340.287029,4.104699,3.960207,5.679410,false
aether_automation_push,694,0.331491,4.610551,855301.9488,1.577827,324.850129,3.816460,3.658265,5.421767,false
aether_automation_push,695,0.362818,3.697049,689888.8295,1.272679,244.385146,3.060293,2.950766,4.078802,false
aether_automation_push,696,0.335471,4.657812,863309.4077,1.592598,331.438166,3.855581,3.692514,5.531722,false
aether_automation_push,697,0.323964,4.581910,856452.4013,1.579949,316.886969,3.792752,3.663186,5.288861,false
aether_automation_push,698,0.298035,5.024851,973293.2610,1.795492,279.020316,4.159403,4.162933,4.656865,false
aether_automation_push,699,0.326860,4.535198,844778.0845,1.558413,307.796311,3.754085,3.613253,5.137138,false
aether_automation_push,700,0.316428,4.914323,927050.2759,1.710185,318.770232,4.067912,3.965144,5.320293,false
aether_automation_push,701,0.329154,4.540101,821326.6885,1.515150,352.408005,3.758144,3.512947,5.881709,false
aether_automation_push,702,0.287878,5.233608,976266.6771,1.800977,367.762238,4.332205,4.175651,6.137972,false
aether_automation_push,703,0.321998,4.248196,804820.4709,1.484700,267.286515,3.516515,3.442348,4.461027,false
aether_automation_push,704,0.302558,5.224409,958859.6420,1.768866,393.824737,4.324591,4.101198,6.572957,false
aether_automation_push,705,0.344242,4.105943,751333.3063,1.386029,297.389265,3.398762,3.213574,4.963444,false
aether_automation_push,706,0.328636,4.709619,890062.9195,1.641952,305.608114,3.898465,3.806943,5.100617,false
aether_automation_push,707,0.381869,4.060563,732327.2164,1.350968,322.303759,3.361198,3.132282,5.379268,false
aether_automation_push,708,0.322299,4.470230,829180.7422,1.529639,313.913812,3.700307,3.546541,5.239239,false
aether_automation_push,709,0.324542,4.428372,824101.5098,1.520269,306.387828,3.665658,3.524816,5.113630,false
aether_automation_push,710,0.343607,4.629865,839041.1457,1.547829,358.019585,3.832447,3.588715,5.975367,false
aether_automation_push,711,0.303438,4.566026,863023.6175,1.592071,288.371795,3.779603,3.691292,4.812941,false
aether_automation_push,712,0.325637,4.415601,827114.6725,1.525828,299.291088,3.655086,3.537704,4.995185,false
aether_automation_push,713,0.319545,4.442621,814174.2061,1.501956,326.484843,3.677453,3.482355,5.449050,false
aether_automation_push,714,0.286497,5.374535,991411.9697,1.828917,395.132051,4.448860,4.240430,6.594776,false
aether_automation_push,715,0.365113,3.897900,721097.9111,1.330252,269.943713,3.226551,3.084253,4.505376,false
aether_automation_push,716,0.330213,4.783078,862963.6730,1.591961,377.075712,3.959272,3.691036,6.293415,false
aether_automation_push,717,0.319099,4.578529,853810.4930,1.575075,312.334365,3.789953,3.651886,5.212878,false
aether_automation_push,718,0.323204,4.245103,791015.7529,1.459234,290.846017,3.513954,3.383303,4.854236,false
aether_automation_push,719,0.309012,4.948679,901674.6487,1.663373,382.693828,4.096351,3.856609,6.387181,false
aether_automation_push,720,0.313774,4.725961,875759.0652,1.615565,328.935378,3.911993,3.745764,5.489950,false
aether_automation_push,721,0.299986,5.359306,1009540.9682,1.862361,353.778942,4.436254,4.317970,5.904590,false
aether_automation_push,722,0.297336,4.868511,899545.6767,1.659446,346.481806,4.029990,3.847503,5.782801,false
aether_automation_push,723,0.341798,4.087518,778333.1856,1.435838,256.653220,3.383511,3.329057,4.283557,false
aether_automation_push,724,0.358064,4.149516,767046.6126,1.415017,292.779902,3.434830,3.280783,4.886513,false
aether_automation_push,725,0.341686,4.284493,787562.6020,1.452864,308.393616,3.546560,3.368533,5.147107,false
aether_automation_push,726,0.332365,4.254318,788321.3730,1.454264,302.951989,3.521582,3.371778,5.056286,false
aether_automation_push,727,0.299786,4.740453,898237.3761,1.657032,304.489929,3.923989,3.841907,5.081954,false
aether_automation_push,728,0.307439,4.688311,885444.5082,1.633432,305.599499,3.880827,3.787190,5.100473,false
aether_automation_push,729,0.297236,5.174076,950719.3745,1.753849,388.924240,4.282927,4.066381,6.491167,false
aether_automation_push,730,0.327448,4.678847,869883.8437,1.604727,333.597836,3.872993,3.720634,5.567767,false
aether_automation_push,731,0.342131,3.950187,743531.3849,1.371637,257.417074,3.269833,3.180204,4.296305,false
aether_automation_push,732,0.317030,4.796223,873179.2340,1.610806,366.416690,3.970153,3.734729,6.115515,false
aether_automation_push,733,0.302930,5.615654,1047768.5186,1.932881,388.879784,4.648451,4.481476,6.490425,false
aether_automation_push,734,0.295752,4.862034,890105.8755,1.642032,358.543282,4.024629,3.807127,5.984108,false
aether_automation_push,735,0.342421,4.452932,815980.7344,1.505288,328.706621,3.685988,3.490082,5.486132,false
aether_automation_push,736,0.319559,4.520980,857920.4296,1.582657,280.778034,3.742316,3.669465,4.686201,false
aether_automation_push,737,0.321585,4.689510,896077.8490,1.653048,292.496773,3.881819,3.832670,4.881788,false
aether_automation_push,738,0.354006,4.018161,751471.9236,1.386285,261.273116,3.326099,3.214167,4.360663,false
aether_automation_push,739,0.288070,5.252114,964848.8810,1.779914,389.827683,4.347524,4.126815,6.506246,false
aether_automation_push,740,0.327520,4.806139,877274.8150,1.618361,369.079247,3.978361,3.752247,6.159953,false
aether_automation_push,741,0.319315,4.454485,845130.9490,1.559064,270.072548,3.687273,3.614762,4.507526,false
aether_automation_push,742,0.351542,4.234163,775224.9709,1.430104,310.397955,3.504899,3.315763,5.180559,false
aether_automation_push,743,0.315921,4.683768,864921.8725,1.595573,335.265097,3.877066,3.699411,5.595593,false
aether_automation_push,744,0.289772,5.012177,947261.0144,1.747469,326.189739,4.148913,4.051589,5.444125,false
aether_automation_push,745,0.326708,4.756134,850806.3282,1.569533,388.531244,3.936968,3.639037,6.484608,false
aether_automation_push,746,0.317818,4.868196,894815.9238,1.650720,356.228997,4.029730,3.827273,5.945482,false
aether_automation_push,747,0.321920,4.501011,857003.5478,1.580966,286.279052,3.725786,3.665543,4.778013,false
aether_automation_push,748,0.314911,4.515716,836157.5553,1.542510,322.398196,3.737958,3.576382,5.380844,false
aether_automation_push,749,0.417789,3.380475,617027.4434,1.138267,247.139572,2.798244,2.639126,4.124773,false
aether_automation_push,750,0.313513,5.072086,918942.8246,1.695229,400.364625,4.198503,3.930468,6.682108,false
aether_automation_push,751,0.306580,4.561427,865997.9176,1.597558,284.821364,3.775797,3.704014,4.753685,false
aether_automation_push,752,0.320166,4.496134,829122.5473,1.529532,321.593837,3.721749,3.546292,5.367419,false
aether_automation_push,753,0.318607,4.636349,865775.5788,1.597148,315.739212,3.837815,3.703063,5.269705,false
aether_automation_push,754,0.357856,3.880109,721333.3348,1.330687,266.148938,3.211825,3.085260,4.442041,false
aether_automation_push,755,0.329069,4.180898,789557.8226,1.456545,269.184255,3.460808,3.377067,4.492700,false
aether_automation_push,756,0.299580,4.933000,928594.6306,1.713034,324.063114,4.083372,3.971750,5.408632,false
aether_automation_push,757,0.351132,4.121924,753099.8669,1.389288,309.579763,3.411991,3.221130,5.166904,false
aether_automation_push,758,0.338582,4.325052,792791.7613,1.462510,317.978079,3.580133,3.390899,5.307072,false
aether_automation_push,759,0.325018,5.020747,901346.8248,1.662768,405.417000,4.156007,3.855207,6.766432,false
aether_automation_push,760,0.320198,4.806657,872079.3097,1.608777,373.950661,3.978790,3.730025,6.241258,false
aether_automation_push,761,0.296048,5.027664,972686.0659,1.794372,281.767510,4.161732,4.160336,4.702716,false
aether_automation_push,762,0.311153,4.404442,835638.3941,1.541552,275.885882,3.645850,3.574161,4.604551,false
aether_automation_push,763,0.334905,4.761134,861450.3543,1.589169,381.680878,3.941107,3.684563,6.370275,false
