publication_status,absolute_projection_accepted,failure_reason,scenario_id,case,display_name,emissions_policy,matched_no_aether_case,carbon_baseline_id,avoided_temperature_vs_matched_no_aether_2100_c,forcing_policy,forcing_policy_name,config,fair_version,fair_temperature_2026_c,fair_temperature_2050_c,fair_temperature_2100_c,emulator_temperature_2100_c,fair_minus_emulator_2100_c,peak_fair_temperature_c,peak_fair_temperature_year,minimum_fair_temperature_c,minimum_fair_temperature_year,co2_ppm_2100,total_erf_2100_w_m2,config_interpretation,publication_use
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050_25pct_rebound__co2_only_screen,aether_net_zero_2050_25pct_rebound,"AETHER, net-zero 2050, 25% rebound",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.118729,co2_only_screen,CO2-only emulator screen,central_diagnostic,2.2.4,1.194192,1.195379,0.970754,0.864086,0.106668,1.576811,2037,0.970754,2100,350.0,1.305821,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050_25pct_rebound__co2_only_screen,aether_net_zero_2050_25pct_rebound,"AETHER, net-zero 2050, 25% rebound",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.345449,co2_only_screen,CO2-only emulator screen,faster_response,2.2.4,1.194192,1.407295,1.159696,0.864086,0.29561,1.878826,2037,1.159696,2100,350.0,1.305821,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050_25pct_rebound__co2_only_screen,aether_net_zero_2050_25pct_rebound,"AETHER, net-zero 2050, 25% rebound",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.884875,co2_only_screen,CO2-only emulator screen,slower_ocean_lag,2.2.4,1.194192,0.978296,0.77897,0.864086,-0.085116,1.278344,2036,0.77897,2100,350.0,1.305821,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050_25pct_rebound__mitigation_with_aerosol_cleanup,aether_net_zero_2050_25pct_rebound,"AETHER, net-zero 2050, 25% rebound",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.118729,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,central_diagnostic,2.2.4,1.454761,1.541532,1.274817,1.125693,0.149124,1.900919,2037,1.274817,2100,350.0,1.705821,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050_25pct_rebound__mitigation_with_aerosol_cleanup,aether_net_zero_2050_25pct_rebound,"AETHER, net-zero 2050, 25% rebound",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.345449,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,faster_response,2.2.4,1.454761,1.820207,1.522674,1.125693,0.396981,2.263555,2037,1.454761,2026,350.0,1.705821,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050_25pct_rebound__mitigation_with_aerosol_cleanup,aether_net_zero_2050_25pct_rebound,"AETHER, net-zero 2050, 25% rebound",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.884875,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,slower_ocean_lag,2.2.4,1.454761,1.256628,1.022927,1.125693,-0.102766,1.542157,2037,1.022927,2100,350.0,1.705821,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050_25pct_rebound__nonco2_delay_aerosol_unmasking,aether_net_zero_2050_25pct_rebound,"AETHER, net-zero 2050, 25% rebound",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.118729,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,central_diagnostic,2.2.4,1.454761,1.812109,1.69514,1.429144,0.265996,2.022989,2040,1.454761,2026,350.0,2.305821,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050_25pct_rebound__nonco2_delay_aerosol_unmasking,aether_net_zero_2050_25pct_rebound,"AETHER, net-zero 2050, 25% rebound",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.345449,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,faster_response,2.2.4,1.454761,2.151061,2.02814,1.429144,0.598996,2.413402,2040,1.454761,2026,350.0,2.305821,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050_25pct_rebound__nonco2_delay_aerosol_unmasking,aether_net_zero_2050_25pct_rebound,"AETHER, net-zero 2050, 25% rebound",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.884875,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,slower_ocean_lag,2.2.4,1.454761,1.465667,1.355466,1.429144,-0.073678,1.631775,2040,1.355466,2099,350.0,2.305821,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050__active_full_forcing_management,aether_net_zero_2050,AETHER plus net-zero 2050,net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.121133,active_full_forcing_management,Active full-forcing management,central_diagnostic,2.2.4,1.454761,1.355293,1.138904,1.02555,0.113354,1.844166,2035,1.138904,2100,350.0,1.505821,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050__active_full_forcing_management,aether_net_zero_2050,AETHER plus net-zero 2050,net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.348163,active_full_forcing_management,Active full-forcing management,faster_response,2.2.4,1.454761,1.59791,1.35895,1.02555,0.3334,2.19276,2035,1.35895,2100,350.0,1.505821,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050__active_full_forcing_management,aether_net_zero_2050,AETHER plus net-zero 2050,net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.88711,active_full_forcing_management,Active full-forcing management,slower_ocean_lag,2.2.4,1.454761,1.107189,0.915525,1.02555,-0.110025,1.503745,2035,0.915525,2100,350.0,1.505821,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050__co2_only_screen,aether_net_zero_2050,AETHER plus net-zero 2050,net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.121132,co2_only_screen,CO2-only emulator screen,central_diagnostic,2.2.4,1.194192,1.063256,0.968351,0.859098,0.109253,1.540923,2035,0.968351,2100,350.0,1.305821,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050__co2_only_screen,aether_net_zero_2050,AETHER plus net-zero 2050,net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.348164,co2_only_screen,CO2-only emulator screen,faster_response,2.2.4,1.194192,1.251169,1.156981,0.859098,0.297883,1.834338,2035,1.156981,2100,350.0,1.305821,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050__co2_only_screen,aether_net_zero_2050,AETHER plus net-zero 2050,net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.887111,co2_only_screen,CO2-only emulator screen,slower_ocean_lag,2.2.4,1.194192,0.870664,0.776734,0.859098,-0.082364,1.254106,2035,0.776734,2100,350.0,1.305821,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050__mitigation_with_aerosol_cleanup,aether_net_zero_2050,AETHER plus net-zero 2050,net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.121132,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,central_diagnostic,2.2.4,1.454761,1.409409,1.272414,1.120705,0.151709,1.860182,2036,1.272414,2100,350.0,1.705821,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050__mitigation_with_aerosol_cleanup,aether_net_zero_2050,AETHER plus net-zero 2050,net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.348163,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,faster_response,2.2.4,1.454761,1.664081,1.51996,1.120705,0.399255,2.212679,2036,1.454761,2026,350.0,1.705821,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050__mitigation_with_aerosol_cleanup,aether_net_zero_2050,AETHER plus net-zero 2050,net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.887111,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,slower_ocean_lag,2.2.4,1.454761,1.148997,1.020691,1.120705,-0.100014,1.515456,2035,1.020691,2100,350.0,1.705821,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050__nonco2_delay_aerosol_unmasking,aether_net_zero_2050,AETHER plus net-zero 2050,net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.121132,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,central_diagnostic,2.2.4,1.454761,1.679986,1.692737,1.424157,0.26858,1.957907,2038,1.454761,2026,350.0,2.305821,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050__nonco2_delay_aerosol_unmasking,aether_net_zero_2050,AETHER plus net-zero 2050,net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.348164,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,faster_response,2.2.4,1.454761,1.994935,2.025425,1.424157,0.601268,2.333239,2038,1.454761,2026,350.0,2.305821,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050__nonco2_delay_aerosol_unmasking,aether_net_zero_2050,AETHER plus net-zero 2050,net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.887111,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,slower_ocean_lag,2.2.4,1.454761,1.358035,1.35323,1.424157,-0.070927,1.58486,2037,1.35077,2067,350.0,2.305821,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether__active_full_forcing_management,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,active_full_forcing_management,Active full-forcing management,central_diagnostic,2.2.4,1.454761,2.474157,3.584025,2.77065,0.813375,3.584025,2100,1.454761,2026,660.958037,5.110432,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether__active_full_forcing_management,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,active_full_forcing_management,Active full-forcing management,faster_response,2.2.4,1.454761,2.968939,4.304976,2.77065,1.534326,4.304976,2100,1.454761,2026,660.958037,5.110432,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether__active_full_forcing_management,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,active_full_forcing_management,Active full-forcing management,slower_ocean_lag,2.2.4,1.454761,1.96955,2.844058,2.77065,0.073408,2.844058,2100,1.449825,2027,660.958037,5.110432,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether__co2_only_screen,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,co2_only_screen,CO2-only emulator screen,central_diagnostic,2.2.4,1.194192,2.182119,3.413471,2.604198,0.809273,3.413471,2100,1.194192,2026,660.958037,4.910432,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether__co2_only_screen,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,co2_only_screen,CO2-only emulator screen,faster_response,2.2.4,1.194192,2.622198,4.103008,2.604198,1.49881,4.103008,2100,1.194192,2026,660.958037,4.910432,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether__co2_only_screen,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,co2_only_screen,CO2-only emulator screen,slower_ocean_lag,2.2.4,1.194192,1.733026,2.705267,2.604198,0.101069,2.705267,2100,1.193668,2027,660.958037,4.910432,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether__mitigation_with_aerosol_cleanup,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,central_diagnostic,2.2.4,1.454761,2.528272,3.717534,2.865805,0.851729,3.717534,2100,1.454761,2026,660.958037,5.310432,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether__mitigation_with_aerosol_cleanup,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,faster_response,2.2.4,1.454761,3.03511,4.465986,2.865805,1.600181,4.465986,2100,1.454761,2026,660.958037,5.310432,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether__mitigation_with_aerosol_cleanup,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,slower_ocean_lag,2.2.4,1.454761,2.011358,2.949224,2.865805,0.083419,2.949224,2100,1.450164,2027,660.958037,5.310432,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,central_diagnostic,2.2.4,1.454761,2.79885,4.137857,3.169257,0.9686,4.137857,2100,1.454761,2026,660.958037,5.910432,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,faster_response,2.2.4,1.454761,3.365964,4.971451,3.169257,1.802194,4.971451,2100,1.454761,2026,660.958037,5.910432,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether__nonco2_delay_aerosol_unmasking,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,slower_ocean_lag,2.2.4,1.454761,2.220397,3.281763,3.169257,0.112506,3.281763,2100,1.451862,2027,660.958037,5.910432,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_half_2046_zero_2060_no_aether__active_full_forcing_management,baseline_half_2046_zero_2060_no_aether,"No AETHER, half_2046_zero_2060",half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,active_full_forcing_management,Active full-forcing management,central_diagnostic,2.2.4,1.454761,2.296114,2.410629,1.944474,0.466155,2.410629,2100,1.454761,2026,480.760224,3.305614,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_half_2046_zero_2060_no_aether__active_full_forcing_management,baseline_half_2046_zero_2060_no_aether,"No AETHER, half_2046_zero_2060",half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,active_full_forcing_management,Active full-forcing management,faster_response,2.2.4,1.454761,2.749798,2.887528,1.944474,0.943054,2.887528,2100,1.454761,2026,480.760224,3.305614,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_half_2046_zero_2060_no_aether__active_full_forcing_management,baseline_half_2046_zero_2060_no_aether,"No AETHER, half_2046_zero_2060",half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,active_full_forcing_management,Active full-forcing management,slower_ocean_lag,2.2.4,1.454761,1.833311,1.922431,1.944474,-0.022043,1.922431,2100,1.449681,2027,480.760224,3.305614,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_half_2046_zero_2060_no_aether__co2_only_screen,baseline_half_2046_zero_2060_no_aether,"No AETHER, half_2046_zero_2060",half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,co2_only_screen,CO2-only emulator screen,central_diagnostic,2.2.4,1.194192,2.004077,2.240076,1.778022,0.462054,2.240076,2100,1.194192,2026,480.760224,3.105614,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_half_2046_zero_2060_no_aether__co2_only_screen,baseline_half_2046_zero_2060_no_aether,"No AETHER, half_2046_zero_2060",half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,co2_only_screen,CO2-only emulator screen,faster_response,2.2.4,1.194192,2.403057,2.685559,1.778022,0.907537,2.685559,2100,1.194192,2026,480.760224,3.105614,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_half_2046_zero_2060_no_aether__co2_only_screen,baseline_half_2046_zero_2060_no_aether,"No AETHER, half_2046_zero_2060",half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,co2_only_screen,CO2-only emulator screen,slower_ocean_lag,2.2.4,1.194192,1.596786,1.78364,1.778022,0.005618,1.78364,2100,1.193525,2027,480.760224,3.105614,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
