check_id,category,formula_or_rule,calculated_value,expected_value,tolerance,unit,status,interpretation,source_artifacts
lca_summary_net_conservation_near_zero_clean_power,lifecycle accounting,sum(pathway net_after_retention_minus_lifecycle),84.863044000,84.863044000,0.000001000,GtCO2e/year,pass,Summary must equal the separately accounted pathway ledger.,aether_lifecycle_emissions_by_pathway.csv; aether_lifecycle_emissions_summary.csv
lca_summary_creditable_conservation_near_zero_clean_power,lifecycle accounting,sum(pathway creditable output),66.153673000,66.153673000,0.000001000,GtCO2e/year,pass,Summary creditable output must equal the pathway sum.,aether_lifecycle_emissions_by_pathway.csv; aether_lifecycle_emissions_summary.csv
lca_summary_net_conservation_low_carbon_mixed_power,lifecycle accounting,sum(pathway net_after_retention_minus_lifecycle),83.568044000,83.568044000,0.000001000,GtCO2e/year,pass,Summary must equal the separately accounted pathway ledger.,aether_lifecycle_emissions_by_pathway.csv; aether_lifecycle_emissions_summary.csv
lca_summary_creditable_conservation_low_carbon_mixed_power,lifecycle accounting,sum(pathway creditable output),65.086367000,65.086367000,0.000001000,GtCO2e/year,pass,Summary creditable output must equal the pathway sum.,aether_lifecycle_emissions_by_pathway.csv; aether_lifecycle_emissions_summary.csv
lca_summary_net_conservation_grid_leakage_case,lifecycle accounting,sum(pathway net_after_retention_minus_lifecycle),78.711794000,78.711794000,0.000001000,GtCO2e/year,pass,Summary must equal the separately accounted pathway ledger.,aether_lifecycle_emissions_by_pathway.csv; aether_lifecycle_emissions_summary.csv
lca_summary_creditable_conservation_grid_leakage_case,lifecycle accounting,sum(pathway creditable output),61.083960000,61.083960000,0.000001000,GtCO2e/year,pass,Summary creditable output must equal the pathway sum.,aether_lifecycle_emissions_by_pathway.csv; aether_lifecycle_emissions_summary.csv
lca_summary_net_conservation_fossil_contaminated_case,lifecycle accounting,sum(pathway net_after_retention_minus_lifecycle),68.999294000,68.999294000,0.000001000,GtCO2e/year,pass,Summary must equal the separately accounted pathway ledger.,aether_lifecycle_emissions_by_pathway.csv; aether_lifecycle_emissions_summary.csv
lca_summary_creditable_conservation_fossil_contaminated_case,lifecycle accounting,sum(pathway creditable output),53.079150000,53.079150000,0.000001000,GtCO2e/year,pass,Summary creditable output must equal the pathway sum.,aether_lifecycle_emissions_by_pathway.csv; aether_lifecycle_emissions_summary.csv
mrv_creditable_conservation,MRV accounting,sum(pathway creditable removal) = MRV summary,66.044000000,66.044000000,0.010000000,GtCO2e/year,pass,"MRV table consistency does not validate reversal, fraud, or liability assumptions.",aether_mrv_credit_integrity_by_pathway.csv; aether_mrv_credit_integrity_summary.csv
integrated_scope_label,integration boundary,all integration_scope values equal partially_coupled_screening,1.000000000,1.000000000,0.000000000,boolean,pass,The legacy screen must not be represented as a full coupled model.,aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2026,learning state,end cumulative production = start + operated annual capacity,0.002040000,0.002040000,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2027,learning state,end cumulative production = start + operated annual capacity,0.159630000,0.159630000,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2027,learning state,cost cannot increase as realized state grows,500.000000000,500.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2028,learning state,end cumulative production = start + operated annual capacity,0.403175400,0.403175400,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2028,learning state,cost cannot increase as realized state grows,257.723800094,257.723800094,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2029,learning state,end cumulative production = start + operated annual capacity,0.737833524,0.737833524,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2029,learning state,cost cannot increase as realized state grows,223.867781653,223.867781653,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2030,learning state,end cumulative production = start + operated annual capacity,1.169071135,1.169071135,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2030,learning state,cost cannot increase as realized state grows,204.219026402,204.219026402,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2031,learning state,end cumulative production = start + operated annual capacity,1.702683004,1.702683004,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2031,learning state,cost cannot increase as realized state grows,190.420383230,190.420383230,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2032,learning state,end cumulative production = start + operated annual capacity,2.344811584,2.344811584,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2032,learning state,cost cannot increase as realized state grows,180.000000000,180.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2033,learning state,end cumulative production = start + operated annual capacity,3.101967879,3.101967879,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2033,learning state,cost cannot increase as realized state grows,180.000000000,180.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2034,learning state,end cumulative production = start + operated annual capacity,3.981053552,3.981053552,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2034,learning state,cost cannot increase as realized state grows,180.000000000,180.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2035,learning state,end cumulative production = start + operated annual capacity,4.989384365,4.989384365,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2035,learning state,cost cannot increase as realized state grows,180.000000000,180.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2036,learning state,end cumulative production = start + operated annual capacity,6.134715027,6.134715027,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2036,learning state,cost cannot increase as realized state grows,180.000000000,180.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2037,learning state,end cumulative production = start + operated annual capacity,7.425265528,7.425265528,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2037,learning state,cost cannot increase as realized state grows,180.000000000,180.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2038,learning state,end cumulative production = start + operated annual capacity,8.869749060,8.869749060,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2038,learning state,cost cannot increase as realized state grows,180.000000000,180.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2039,learning state,end cumulative production = start + operated annual capacity,10.477401603,10.477401603,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2039,learning state,cost cannot increase as realized state grows,180.000000000,180.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2040,learning state,end cumulative production = start + operated annual capacity,12.258013300,12.258013300,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2040,learning state,cost cannot increase as realized state grows,180.000000000,180.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2041,learning state,end cumulative production = start + operated annual capacity,14.221961698,14.221961698,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2041,learning state,cost cannot increase as realized state grows,180.000000000,180.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2042,learning state,end cumulative production = start + operated annual capacity,16.380246999,16.380246999,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2042,learning state,cost cannot increase as realized state grows,180.000000000,180.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2043,learning state,end cumulative production = start + operated annual capacity,18.744529419,18.744529419,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2043,learning state,cost cannot increase as realized state grows,180.000000000,180.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2044,learning state,end cumulative production = start + operated annual capacity,21.327168785,21.327168785,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2044,learning state,cost cannot increase as realized state grows,180.000000000,180.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2045,learning state,end cumulative production = start + operated annual capacity,24.141266512,24.141266512,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2045,learning state,cost cannot increase as realized state grows,180.000000000,180.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_reference_extrapolation_2046,learning state,end cumulative production = start + operated annual capacity,27.200710102,27.200710102,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_reference_extrapolation_2046,learning state,cost cannot increase as realized state grows,180.000000000,180.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_no_unbuilt_plan_credit_reference_extrapolation,learning state,planned capacity cannot change cost before operation,500.000000000,500.000000000,0.000001000,USD/tCO2,pass,The plan may grow while the learning state and cost remain unchanged.,aether_integrated_feasibility_timepaths.csv
learning_first_planned_year_uses_prior_state_reference_extrapolation,learning state,first planned year cost = initial-state cost,500.000000000,500.000000000,0.000001000,USD/tCO2,pass,The first scheduled capacity does not earn same-year learning before it operates.,aether_integrated_feasibility_timepaths.csv
learning_reference_review_reference_extrapolation,evidence boundary,human source and model review required,,,,,review_required,"The initial cumulative-production reference is a screening proxy, not a sourced historical cumulative-production series.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2026,learning state,end cumulative production = start + operated annual capacity,0.002040000,0.002040000,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2027,learning state,end cumulative production = start + operated annual capacity,0.644640000,0.644640000,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2027,learning state,cost cannot increase as realized state grows,400.000000000,400.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2028,learning state,end cumulative production = start + operated annual capacity,1.657500000,1.657500000,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2028,learning state,cost cannot increase as realized state grows,90.000000000,90.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2029,learning state,end cumulative production = start + operated annual capacity,3.077646000,3.077646000,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2029,learning state,cost cannot increase as realized state grows,90.000000000,90.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2030,learning state,end cumulative production = start + operated annual capacity,4.945806600,4.945806600,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2030,learning state,cost cannot increase as realized state grows,90.000000000,90.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2031,learning state,end cumulative production = start + operated annual capacity,7.306783260,7.306783260,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2031,learning state,cost cannot increase as realized state grows,90.000000000,90.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2032,learning state,end cumulative production = start + operated annual capacity,10.209857586,10.209857586,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2032,learning state,cost cannot increase as realized state grows,90.000000000,90.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2033,learning state,end cumulative production = start + operated annual capacity,13.709239345,13.709239345,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2033,learning state,cost cannot increase as realized state grows,90.000000000,90.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2034,learning state,end cumulative production = start + operated annual capacity,17.864559279,17.864559279,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2034,learning state,cost cannot increase as realized state grows,90.000000000,90.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2035,learning state,end cumulative production = start + operated annual capacity,22.741411207,22.741411207,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2035,learning state,cost cannot increase as realized state grows,90.000000000,90.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2036,learning state,end cumulative production = start + operated annual capacity,28.411948328,28.411948328,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2036,learning state,cost cannot increase as realized state grows,90.000000000,90.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2037,learning state,end cumulative production = start + operated annual capacity,34.955539160,34.955539160,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2037,learning state,cost cannot increase as realized state grows,90.000000000,90.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2038,learning state,end cumulative production = start + operated annual capacity,42.459489076,42.459489076,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2038,learning state,cost cannot increase as realized state grows,90.000000000,90.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2039,learning state,end cumulative production = start + operated annual capacity,51.019833984,51.019833984,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2039,learning state,cost cannot increase as realized state grows,90.000000000,90.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2040,learning state,end cumulative production = start + operated annual capacity,60.742213383,60.742213383,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2040,learning state,cost cannot increase as realized state grows,90.000000000,90.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2041,learning state,end cumulative production = start + operated annual capacity,71.742830721,71.742830721,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2041,learning state,cost cannot increase as realized state grows,90.000000000,90.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2042,learning state,end cumulative production = start + operated annual capacity,84.149509793,84.149509793,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2042,learning state,cost cannot increase as realized state grows,90.000000000,90.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2043,learning state,end cumulative production = start + operated annual capacity,98.102856772,98.102856772,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2043,learning state,cost cannot increase as realized state grows,90.000000000,90.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2044,learning state,end cumulative production = start + operated annual capacity,113.757538449,113.757538449,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2044,learning state,cost cannot increase as realized state grows,90.000000000,90.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2045,learning state,end cumulative production = start + operated annual capacity,131.283688294,131.283688294,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2045,learning state,cost cannot increase as realized state grows,90.000000000,90.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_fast_learning_energy_constrained_2046,learning state,end cumulative production = start + operated annual capacity,150.868453124,150.868453124,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_fast_learning_energy_constrained_2046,learning state,cost cannot increase as realized state grows,90.000000000,90.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_no_unbuilt_plan_credit_fast_learning_energy_constrained,learning state,planned capacity cannot change cost before operation,400.000000000,400.000000000,0.000001000,USD/tCO2,pass,The plan may grow while the learning state and cost remain unchanged.,aether_integrated_feasibility_timepaths.csv
learning_first_planned_year_uses_prior_state_fast_learning_energy_constrained,learning state,first planned year cost = initial-state cost,400.000000000,400.000000000,0.000001000,USD/tCO2,pass,The first scheduled capacity does not earn same-year learning before it operates.,aether_integrated_feasibility_timepaths.csv
learning_reference_review_fast_learning_energy_constrained,evidence boundary,human source and model review required,,,,,review_required,"The initial cumulative-production reference is a screening proxy, not a sourced historical cumulative-production series.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2026,learning state,end cumulative production = start + operated annual capacity,0.002040000,0.002040000,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2027,learning state,end cumulative production = start + operated annual capacity,2.103440491,2.103440491,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2027,learning state,cost cannot increase as realized state grows,300.000000000,300.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2028,learning state,end cumulative production = start + operated annual capacity,5.497446634,5.497446634,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2028,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2029,learning state,end cumulative production = start + operated annual capacity,10.377949275,10.377949275,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2029,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2030,learning state,end cumulative production = start + operated annual capacity,16.967922890,16.967922890,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2030,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2031,learning state,end cumulative production = start + operated annual capacity,25.523788125,25.523788125,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2031,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2032,learning state,end cumulative production = start + operated annual capacity,36.340428722,36.340428722,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2032,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2033,learning state,end cumulative production = start + operated annual capacity,49.756960986,49.756960986,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2033,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2034,learning state,end cumulative production = start + operated annual capacity,66.163368667,66.163368667,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2034,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2035,learning state,end cumulative production = start + operated annual capacity,86.008133077,86.008133077,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2035,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2036,learning state,end cumulative production = start + operated annual capacity,109.807007727,109.807007727,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2036,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
