publication_status,absolute_projection_accepted,failure_reason,case,display_name,emissions_policy,matched_no_aether_case,carbon_baseline_id,carbon_baseline_method,forcing_policy,forcing_policy_name,year,co2_ppm,co2_erf_w_m2,non_co2_positive_forcing_w_m2,aerosol_forcing_w_m2,total_erf_w_m2,surface_temperature_anomaly_c,deep_ocean_temperature_index_c,ocean_heat_uptake_w_m2,temperature_change_vs_2026_c,emulator_caveat,avoided_temperature_vs_matched_no_aether_c
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2075,583.143888,4.200254,0.375000,-0.075000,4.500254,2.356963,1.062036,1.225159,0.902202,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2076,586.384364,4.231674,0.368000,-0.072000,4.527674,2.374452,1.074337,1.230181,0.919691,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2077,589.618242,4.262856,0.361000,-0.069000,4.554856,2.391887,1.086689,1.235109,0.937126,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2078,592.845271,4.293803,0.354000,-0.066000,4.581803,2.409261,1.099088,1.239938,0.954500,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2079,596.065293,4.324515,0.347000,-0.063000,4.608515,2.426571,1.111535,1.244664,0.971810,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2080,599.276337,4.354977,0.340000,-0.060000,4.634977,2.443811,1.124027,1.249285,0.989050,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2081,602.506628,4.385456,0.333000,-0.057000,4.661456,2.461000,1.136565,1.253795,1.006239,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2082,605.739568,4.415798,0.326000,-0.054000,4.687798,2.478140,1.149147,1.258213,1.023379,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2083,608.960988,4.445871,0.319000,-0.051000,4.713871,2.495220,1.161773,1.262543,1.040459,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2084,612.170979,4.475680,0.312000,-0.048000,4.739680,2.512234,1.174441,1.266775,1.057473,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2085,615.368921,4.505221,0.305000,-0.045000,4.765221,2.529175,1.187150,1.270904,1.074414,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2086,618.553377,4.534486,0.298000,-0.042000,4.790486,2.546037,1.199899,1.274924,1.091276,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2087,621.724131,4.563475,0.291000,-0.039000,4.815475,2.562815,1.212687,1.278831,1.108054,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2088,624.881026,4.592192,0.284000,-0.036000,4.840192,2.579505,1.225513,1.282621,1.124744,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2089,628.023068,4.620629,0.277000,-0.033000,4.864629,2.596104,1.238376,1.286292,1.141343,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2090,631.149324,4.648783,0.270000,-0.030000,4.888783,2.612608,1.251275,1.289841,1.157847,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2091,634.211320,4.676223,0.263000,-0.027000,4.912223,2.628978,1.264207,1.293266,1.174217,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2092,637.235498,4.703195,0.256000,-0.024000,4.935195,2.645203,1.277173,1.296532,1.190442,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2093,640.245786,4.729916,0.249000,-0.021000,4.957916,2.661292,1.290169,1.299629,1.206531,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2094,643.243659,4.756402,0.242000,-0.018000,4.980402,2.677254,1.303195,1.302567,1.222493,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2095,646.229268,4.782658,0.235000,-0.015000,5.002658,2.693096,1.316248,1.305356,1.238335,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2096,649.200481,4.808666,0.228000,-0.012000,5.024666,2.708821,1.329328,1.308005,1.254060,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2097,652.159935,4.834454,0.221000,-0.009000,5.046454,2.724436,1.342434,1.310518,1.269675,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2098,655.106136,4.860010,0.214000,-0.006000,5.068010,2.739944,1.355563,1.312902,1.285183,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2099,658.038414,4.885332,0.207000,-0.003000,5.089332,2.755348,1.368714,1.315163,1.300587,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",active_full_forcing_management,Active full-forcing management,2100,660.958037,4.910432,0.200000,0.000000,5.110432,2.770650,1.381887,1.317302,1.315889,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",co2_only_screen,CO2-only emulator screen,2026,431.992416,2.499170,0.000000,0.000000,2.499170,1.194192,0.420929,0.722609,0.000000,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",co2_only_screen,CO2-only emulator screen,2027,434.324437,2.529695,0.000000,0.000000,2.529695,1.213417,0.428275,0.734599,0.019225,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.000669
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",co2_only_screen,CO2-only emulator screen,2028,436.068464,2.552416,0.000000,0.000000,2.552416,1.231497,0.435734,0.745885,0.037305,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.002495
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",co2_only_screen,CO2-only emulator screen,2029,437.262118,2.567915,0.000000,0.000000,2.567915,1.248053,0.443294,0.755975,0.053862,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.005835
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",co2_only_screen,CO2-only emulator screen,2030,437.932780,2.576605,0.000000,0.000000,2.576605,1.262814,0.450939,0.764522,0.068623,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.010940
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",co2_only_screen,CO2-only emulator screen,2031,438.131172,2.579172,0.000000,0.000000,2.579172,1.275615,0.458652,0.771282,0.081423,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.017994
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",co2_only_screen,CO2-only emulator screen,2032,437.864037,2.575714,0.000000,0.000000,2.575714,1.286327,0.466413,0.776115,0.092135,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.027125
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",co2_only_screen,CO2-only emulator screen,2033,437.135286,2.566270,0.000000,0.000000,2.566270,1.294849,0.474202,0.778918,0.100657,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.038422
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",co2_only_screen,CO2-only emulator screen,2034,435.960554,2.551013,0.000000,0.000000,2.551013,1.301111,0.481998,0.779614,0.106919,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.051950
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",co2_only_screen,CO2-only emulator screen,2035,434.351629,2.530050,0.000000,0.000000,2.530050,1.305064,0.489780,0.778157,0.110872,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.067752
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",co2_only_screen,CO2-only emulator screen,2036,432.319868,2.503466,0.000000,0.000000,2.503466,1.306673,0.497525,0.774520,0.112482,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.085862
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",co2_only_screen,CO2-only emulator screen,2037,429.875438,2.471317,0.000000,0.000000,2.471317,1.305914,0.505212,0.768691,0.111722,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.106304
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",co2_only_screen,CO2-only emulator screen,2038,427.025555,2.433603,0.000000,0.000000,2.433603,1.302763,0.512818,0.760667,0.108571,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.129102
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",co2_only_screen,CO2-only emulator screen,2039,423.777644,2.390315,0.000000,0.000000,2.390315,1.297200,0.520323,0.750447,0.103009,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.154279
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",co2_only_screen,CO2-only emulator screen,2040,420.138523,2.341416,0.000000,0.000000,2.341416,1.289204,0.527703,0.738033,0.095013,"Conditional hybrid concentration/two-box diagnostic; historical CO2 sourced, non-CO2 history synthetic, thermal state unvalidated. Matched controls isolate AETHER within these assumptions; absolute temperature is not a validated prediction.",0.181856
